"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 24, 2022","1,959.85","1,946.50","1,967.00","1,937.85","-","1.16%"
"Mar 23, 2022","1,937.30","1,920.90","1,948.80","1,915.60","153.31K","0.82%"
"Mar 22, 2022","1,921.50","1,936.10","1,939.50","1,909.80","153.28K","-0.41%"
"Mar 21, 2022","1,929.50","1,922.40","1,941.80","1,917.20","146.41K","0.01%"
"Mar 18, 2022","1,929.30","1,943.90","1,946.20","1,918.00","150.88K","-0.72%"
