"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 24, 2022","118.16","121.61","123.75","116.93","-","-2.83%"
"Mar 23, 2022","121.60","114.70","122.34","114.45","224.53K","5.30%"
"Mar 22, 2022","115.48","117.04","119.48","112.64","204.66K","-0.12%"
"Mar 21, 2022","115.62","107.50","116.80","107.06","196.49K","7.12%"
"Mar 18, 2022","107.93","106.80","109.59","105.78","168.91K","1.21%"
